Term,CourseID,Course,Subject,CourseDescr,MaxUnits,AcadCareer,Component,AcadGroup,TotalCapacity,EnrlTotal,WLCapacity,WLTotal,TotalSections
2175,121051,SLAVIC 298,SLAVIC,SPECIAL STUDY,8.00,GRAD,IND,CLS,55,0,55,0,11
2178,121051,SLAVIC 298,SLAVIC,SPECIAL STUDY,8.00,GRAD,IND,CLS,140,2,140,0,14
2182,121051,SLAVIC 298,SLAVIC,SPECIAL STUDY,8.00,GRAD,IND,CLS,130,3,130,0,13
2185,121051,SLAVIC 298,SLAVIC,SPECIAL STUDY,8.00,GRAD,IND,CLS,55,0,55,0,11
2168,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,63,6,63,0,12
2172,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,67,8,67,0,13
2175,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,60,0,60,0,12
2178,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,63,9,63,0,12
2182,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,67,8,67,0,13
2185,121052,SLAVIC 299,SLAVIC,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,60,0,60,0,12
2168,121056,SLAVIC 310,SLAVIC,TEACHING INTERNSHIP,2.00,GRAD,IND,CLS,20,1,0,0,4
2172,121056,SLAVIC 310,SLAVIC,TEACHING INTERNSHIP,2.00,GRAD,IND,CLS,50,0,50,0,10
2178,121056,SLAVIC 310,SLAVIC,TEACHING INTERNSHIP,2.00,GRAD,IND,CLS,20,1,0,0,4
2182,121056,SLAVIC 310,SLAVIC,TEACHING INTERNSHIP,2.00,GRAD,IND,CLS,50,0,50,0,10
2168,121061,SLAVIC 375A,SLAVIC,SLAVIC TEACH METHOD,3.00,GRAD,IND,CLS,8,4,0,0,1
2172,121061,SLAVIC 375A,SLAVIC,SLAVIC TEACH METHOD,3.00,GRAD,IND,CLS,8,5,0,0,1
2178,121061,SLAVIC 375A,SLAVIC,SLAVIC TEACH METHOD,3.00,GRAD,IND,CLS,8,5,0,0,1
2182,121061,SLAVIC 375A,SLAVIC,SLAVIC TEACH METHOD,3.00,GRAD,IND,CLS,8,4,0,0,1
2168,121062,SLAVIC 375B,SLAVIC,READ AND COMP METH,3.00,GRAD,IND,CLS,6,7,0,0,1
2172,121062,SLAVIC 375B,SLAVIC,READ AND COMP METH,3.00,GRAD,IND,CLS,8,4,0,0,1
2178,121062,SLAVIC 375B,SLAVIC,READ AND COMP METH,3.00,GRAD,IND,CLS,6,4,0,0,1
2182,121062,SLAVIC 375B,SLAVIC,READ AND COMP METH,3.00,GRAD,IND,CLS,11,9,0,0,1
2172,121064,SLAVIC  39,SLAVIC,FRESHMAN/SOPH SEM,2.00,UGRD,SEM,CLS,15,14,2,0,1
2178,121067,SLAVIC  39C,SLAVIC,LOWER DIV SEMINAR,4.00,UGRD,SEM,CLS,20,0,5,0,1
2168,121070,SLAVIC  39F,SLAVIC,LOWER DIV SEMINAR,4.00,UGRD,SEM,CLS,30,0,5,0,1
2168,121093,SLAVIC  45,SLAVIC,19TH CENT RUSS LIT,4.00,UGRD,LEC,CLS,39,39,0,0,1
2178,121093,SLAVIC  45,SLAVIC,19TH CENT RUSS LIT,4.00,UGRD,LEC,CLS,48,45,10,0,1
2172,121094,SLAVIC  46,SLAVIC,20TH CENT RUSS LIT,4.00,UGRD,LEC,CLS,35,29,2,0,1
2182,121094,SLAVIC  46,SLAVIC,20TH CENT RUSS LIT,4.00,UGRD,LEC,CLS,35,13,5,0,1
2172,121097,SLAVIC  50,SLAVIC,RUS/E EUR/EURAS CUL,3.00,UGRD,LEC,CLS,65,63,4,1,1
2178,121097,SLAVIC  50,SLAVIC,RUS/E EUR/EURAS CUL,3.00,UGRD,LEC,CLS,64,62,6,0,1
2185,121097,SLAVIC  50,SLAVIC,RUS/E EUR/EURAS CUL,3.00,UGRD,LEC,CLS,20,13,5,0,1
2168,121101,SLAVIC 601,SLAVIC,MA STUDIES,8.00,GRAD,IND,CLS,80,0,80,0,10
2172,121101,SLAVIC 601,SLAVIC,MA STUDIES,8.00,GRAD,IND,CLS,96,2,96,0,12
2178,121101,SLAVIC 601,SLAVIC,MA STUDIES,8.00,GRAD,IND,CLS,80,1,80,0,10
2182,121101,SLAVIC 601,SLAVIC,MA STUDIES,8.00,GRAD,IND,CLS,96,0,96,0,12
2168,121102,SLAVIC 602,SLAVIC,PH.D. STUDIES,8.00,GRAD,IND,CLS,80,2,80,0,10
2172,121102,SLAVIC 602,SLAVIC,PH.D. STUDIES,8.00,GRAD,IND,CLS,96,3,96,0,12
2178,121102,SLAVIC 602,SLAVIC,PH.D. STUDIES,8.00,GRAD,IND,CLS,80,3,80,0,10
2182,121102,SLAVIC 602,SLAVIC,PH.D. STUDIES,8.00,GRAD,IND,CLS,96,3,96,0,12
2168,121105,SLAVIC  98,SLAVIC,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,110,0,110,0,11
2172,121105,SLAVIC  98,SLAVIC,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,102,0,102,0,10
2178,121105,SLAVIC  98,SLAVIC,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,110,0,110,0,11
2182,121105,SLAVIC  98,SLAVIC,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,107,12,97,0,10
2168,121106,SLAVIC  99,SLAVIC,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,25,0,25,0,5
2172,121106,SLAVIC  99,SLAVIC,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,50,0,50,0,10
2178,121106,SLAVIC  99,SLAVIC,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,25,0,25,0,5
2182,121106,SLAVIC  99,SLAVIC,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,50,0,50,0,10
2168,121107,SLAVIC    H195,SLAVIC,HONORS SEMINAR,4.00,UGRD,IND,CLS,50,1,50,0,10
2172,121107,SLAVIC    H195,SLAVIC,HONORS SEMINAR,4.00,UGRD,IND,CLS,50,0,50,0,10
2178,121107,SLAVIC    H195,SLAVIC,HONORS SEMINAR,4.00,UGRD,IND,CLS,50,1,50,0,10
2182,121107,SLAVIC    H195,SLAVIC,HONORS SEMINAR,4.00,UGRD,IND,CLS,50,2,50,0,10
2168,121109,SLAVIC    R5A,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,51,51,0,0,3
2172,121109,SLAVIC    R5A,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,68,67,0,0,4
2178,121109,SLAVIC    R5A,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,51,49,9,0,3
2182,121109,SLAVIC    R5A,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,68,49,12,0,4
2168,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,68,51,0,0,4
2172,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,51,51,0,0,3
2175,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,51,35,9,0,3
2178,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,68,51,12,0,4
2182,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,34,34,6,0,2
2185,121110,SLAVIC    R5B,SLAVIC,READING AND COMP,4.00,UGRD,LEC,CLS,34,33,10,2,2
2168,121116,SOCIOL   1,SOCIOL,INTRO TO SOCIOLOGY,4.00,UGRD,LEC,CLS,323,323,2,0,1
2172,121116,SOCIOL   1,SOCIOL,INTRO TO SOCIOLOGY,4.00,UGRD,LEC,CLS,360,351,4,0,1
2178,121116,SOCIOL   1,SOCIOL,INTRO TO SOCIOLOGY,4.00,UGRD,LEC,CLS,360,356,0,0,1
2182,121116,SOCIOL   1,SOCIOL,INTRO TO SOCIOLOGY,4.00,UGRD,LEC,CLS,360,360,0,0,1
2168,121118,SOCIOL 101,SOCIOL,SOC THEORY I,5.00,UGRD,LEC,CLS,205,205,0,0,1
2172,121118,SOCIOL 101,SOCIOL,SOC THEORY I,5.00,UGRD,LEC,CLS,120,120,0,0,1
2178,121118,SOCIOL 101,SOCIOL,SOC THEORY I,5.00,UGRD,LEC,CLS,205,201,0,0,1
2182,121118,SOCIOL 101,SOCIOL,SOC THEORY I,5.00,UGRD,LEC,CLS,161,161,0,0,1
2172,121122,SOCIOL 102,SOCIOL,SOC THEORY II,5.00,UGRD,LEC,CLS,200,194,0,0,1
2178,121122,SOCIOL 102,SOCIOL,SOC THEORY II,5.00,UGRD,LEC,CLS,120,121,13,0,1
2182,121122,SOCIOL 102,SOCIOL,SOC THEORY II,5.00,UGRD,LEC,CLS,195,192,0,0,1
2168,121125,SOCIOL 103,SOCIOL,ADV SOC THEORY,4.00,UGRD,LEC,CLS,30,30,0,0,1
2178,121125,SOCIOL 103,SOCIOL,ADV SOC THEORY,4.00,UGRD,LEC,CLS,30,0,0,0,1
2172,121126,SOCIOL 105,SOCIOL,DESIGN & METHOD,5.00,UGRD,LEC,CLS,25,21,15,0,1
2178,121126,SOCIOL 105,SOCIOL,DESIGN & METHOD,5.00,UGRD,LEC,CLS,25,26,10,0,1
2182,121126,SOCIOL 105,SOCIOL,DESIGN & METHOD,5.00,UGRD,LEC,CLS,15,7,10,0,1
2168,121127,SOCIOL 106,SOCIOL,QUAN SOC METHODS,4.00,UGRD,SEM,CLS,17,19,0,0,1
2172,121127,SOCIOL 106,SOCIOL,QUAN SOC METHODS,4.00,UGRD,SEM,CLS,24,15,15,0,1
2182,121127,SOCIOL 106,SOCIOL,QUAN SOC METHODS,4.00,UGRD,SEM,CLS,25,13,10,0,1
2168,121131,SOCIOL 108,SOCIOL,INTERVIEW METHODS,4.00,UGRD,SEM,CLS,30,25,15,0,1
2172,121131,SOCIOL 108,SOCIOL,INTERVIEW METHODS,4.00,UGRD,SEM,CLS,25,8,15,0,1
2178,121131,SOCIOL 108,SOCIOL,INTERVIEW METHODS,4.00,UGRD,SEM,CLS,30,22,10,0,1
2182,121131,SOCIOL 108,SOCIOL,INTERVIEW METHODS,4.00,UGRD,SEM,CLS,25,19,10,0,1
2168,121132,SOCIOL 110,SOCIOL,ORG & SOC INSTITUT,4.00,UGRD,LEC,CLS,253,248,0,0,1
2172,121132,SOCIOL 110,SOCIOL,ORG & SOC INSTITUT,4.00,UGRD,LEC,CLS,195,198,15,0,1
2175,121132,SOCIOL 110,SOCIOL,ORG & SOC INSTITUT,4.00,UGRD,LEC,CLS,65,38,20,0,1
2178,121132,SOCIOL 110,SOCIOL,ORG & SOC INSTITUT,4.00,UGRD,LEC,CLS,195,190,0,0,1
2182,121132,SOCIOL 110,SOCIOL,ORG & SOC INSTITUT,4.00,UGRD,LEC,CLS,195,194,0,0,1
2168,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,166,162,0,0,1
2172,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,195,189,5,0,1
2175,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,36,28,10,0,1
2178,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,126,124,1,0,1
2182,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,195,190,0,0,1
2185,121134,SOCIOL 111AC,SOCIOL,SOCIO OF THE FAMILY,4.00,UGRD,LEC,CLS,65,27,10,0,1
2182,121135,SOCIOL 111C,SOCIOL,SOC OF CHILDHOOD,4.00,UGRD,LEC,CLS,130,123,0,0,1
2168,121138,SOCIOL 113,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,55,0,25,0,1
2178,121138,SOCIOL 113,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,50,36,0,0,1
2168,121139,SOCIOL 113AC,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,55,57,0,0,1
2172,121139,SOCIOL 113AC,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,51,49,25,0,1
2175,121139,SOCIOL 113AC,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,50,37,15,0,1
2178,121139,SOCIOL 113AC,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,55,0,0,0,1
2182,121139,SOCIOL 113AC,SOCIOL,EDUCATION,4.00,UGRD,LEC,CLS,65,59,0,0,1
2172,121140,SOCIOL 114,SOCIOL,SOCIOLOGY OF LAW,4.00,UGRD,LEC,CLS,130,108,50,0,1
2185,121140,SOCIOL 114,SOCIOL,SOCIOLOGY OF LAW,4.00,UGRD,LEC,CLS,65,29,10,0,1
2178,121143,SOCIOL 115G,SOCIOL,GLOBAL HEALTH,4.00,UGRD,LEC,CLS,130,121,0,0,1
2172,121144,SOCIOL 116,SOCIOL,SOCIOLOGY OF WORK,4.00,UGRD,LEC,CLS,130,84,50,0,1
2172,121145,SOCIOL 117,SOCIOL,SPORT AS SOCIAL INS,4.00,UGRD,LEC,CLS,195,221,0,0,1
2182,121145,SOCIOL 117,SOCIOL,SPORT AS SOCIAL INS,4.00,UGRD,LEC,CLS,196,189,0,0,1
2185,121145,SOCIOL 117,SOCIOL,SPORT AS SOCIAL INS,4.00,UGRD,LEC,CLS,65,10,10,0,1
2168,121148,SOCIOL 119S,SOCIOL,ORGANIZATN STRATEGY,4.00,UGRD,LEC,CLS,50,41,0,0,1
2178,121148,SOCIOL 119S,SOCIOL,ORGANIZATN STRATEGY,4.00,UGRD,LEC,CLS,130,64,30,0,1
2168,121150,SOCIOL 120,SOCIOL,ECON AND SOCIETY,4.00,UGRD,LEC,CLS,150,133,0,0,1
2172,121150,SOCIOL 120,SOCIOL,ECON AND SOCIETY,4.00,UGRD,LEC,CLS,125,88,50,0,1
2175,121150,SOCIOL 120,SOCIOL,ECON AND SOCIETY,4.00,UGRD,LEC,CLS,23,16,0,0,1
2178,121150,SOCIOL 120,SOCIOL,ECON AND SOCIETY,4.00,UGRD,LEC,CLS,146,124,40,0,1
2182,121150,SOCIOL 120,SOCIOL,ECON AND SOCIETY,4.00,UGRD,LEC,CLS,150,71,0,0,1
2168,121151,SOCIOL 121,SOCIOL,SOC OF ENTREPRENEUR,4.00,UGRD,LEC,CLS,292,198,50,0,1
2172,121151,SOCIOL 121,SOCIOL,SOC OF ENTREPRENEUR,4.00,UGRD,LEC,CLS,297,154,75,0,1
2178,121151,SOCIOL 121,SOCIOL,SOC OF ENTREPRENEUR,4.00,UGRD,LEC,CLS,195,133,0,0,1
2182,121151,SOCIOL 121,SOCIOL,SOC OF ENTREPRENEUR,4.00,UGRD,LEC,CLS,145,137,0,0,1
2168,121156,SOCIOL 124,SOCIOL,SOCIOL OF POVERTY,4.00,UGRD,LEC,CLS,65,61,0,0,1
2168,121161,SOCIOL 127,SOCIOL,DEVELOP & GLOBALIZA,4.00,UGRD,LEC,CLS,110,108,0,0,1
2178,121161,SOCIOL 127,SOCIOL,DEVELOP & GLOBALIZA,4.00,UGRD,LEC,CLS,157,147,0,0,1
2182,121161,SOCIOL 127,SOCIOL,DEVELOP & GLOBALIZA,4.00,UGRD,LEC,CLS,130,112,0,0,1
2172,121164,SOCIOL 130,SOCIOL,SOC INEQUALITIES,4.00,UGRD,LEC,CLS,100,96,5,0,1
2182,121164,SOCIOL 130,SOCIOL,SOC INEQUALITIES,4.00,UGRD,LEC,CLS,100,78,0,0,1
2185,121164,SOCIOL 130,SOCIOL,SOC INEQUALITIES,4.00,UGRD,LEC,CLS,65,36,10,0,1
2168,121165,SOCIOL 130AC,SOCIOL,SOC INEQUAL:AM CULT,4.00,UGRD,LEC,CLS,159,151,0,0,1
2172,121165,SOCIOL 130AC,SOCIOL,SOC INEQUAL:AM CULT,4.00,UGRD,LEC,CLS,100,0,40,0,1
2178,121165,SOCIOL 130AC,SOCIOL,SOC INEQUAL:AM CULT,4.00,UGRD,LEC,CLS,195,181,0,0,1
2168,121168,SOCIOL 131AC,SOCIOL,RACE/ETH REL:AM CUL,4.00,UGRD,LEC,CLS,49,48,0,0,1
2172,121168,SOCIOL 131AC,SOCIOL,RACE/ETH REL:AM CUL,4.00,UGRD,LEC,CLS,50,45,5,0,1
2175,121168,SOCIOL 131AC,SOCIOL,RACE/ETH REL:AM CUL,4.00,UGRD,LEC,CLS,50,18,0,0,1
2182,121168,SOCIOL 131AC,SOCIOL,RACE/ETH REL:AM CUL,4.00,UGRD,LEC,CLS,50,51,0,0,1
2185,121168,SOCIOL 131AC,SOCIOL,RACE/ETH REL:AM CUL,4.00,UGRD,LEC,CLS,40,18,0,0,1
2172,121173,SOCIOL 133,SOCIOL,SOCIOLOGY OF GENDER,4.00,UGRD,LEC,CLS,260,151,10,0,1
2182,121173,SOCIOL 133,SOCIOL,SOCIOLOGY OF GENDER,4.00,UGRD,LEC,CLS,195,107,0,0,1
2185,121173,SOCIOL 133,SOCIOL,SOCIOLOGY OF GENDER,4.00,UGRD,LEC,CLS,40,27,0,0,1
2168,121175,SOCIOL 135,SOCIOL,SEXUAL CULTURES,4.00,UGRD,LEC,CLS,100,99,3,0,1
2178,121175,SOCIOL 135,SOCIOL,SEXUAL CULTURES,4.00,UGRD,LEC,CLS,125,109,40,0,1
2172,121176,SOCIOL 136,SOCIOL,URBAN SOCIOLOGY,4.00,UGRD,LEC,CLS,50,38,25,0,1
2182,121176,SOCIOL 136,SOCIOL,URBAN SOCIOLOGY,4.00,UGRD,LEC,CLS,65,61,10,0,1
2168,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,139,144,0,0,1
2172,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,50,42,25,0,1
2175,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,70,65,20,0,1
2178,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,100,84,40,0,1
2182,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,195,207,0,0,1
2185,121179,SOCIOL 140,SOCIOL,POLIT & SOC CHA,4.00,UGRD,LEC,CLS,75,75,20,4,1
2178,121180,SOCIOL 141,SOCIOL,SOCIAL MOVEMENTS,4.00,UGRD,LEC,CLS,139,132,0,0,1
2178,121181,SOCIOL 142,SOCIOL,WAR AND CONFLICT,4.00,UGRD,LEC,CLS,65,56,30,0,1
2172,121185,SOCIOL 145,SOCIOL,SOCIAL CHANGE,4.00,UGRD,LEC,CLS,158,128,75,0,1
2175,121185,SOCIOL 145,SOCIOL,SOCIAL CHANGE,4.00,UGRD,LEC,CLS,43,20,0,0,1
2182,121185,SOCIOL 145,SOCIOL,SOCIAL CHANGE,4.00,UGRD,LEC,CLS,65,29,30,0,1
2185,121185,SOCIOL 145,SOCIOL,SOCIAL CHANGE,4.00,UGRD,LEC,CLS,40,15,10,0,1
2178,121187,SOCIOL 145L,SOCIOL,SOC CHNG IN LAT AM,4.00,UGRD,LEC,CLS,50,47,0,0,1
2172,121188,SOCIOL 146,SOCIOL,IMMIG IN GLOBAL PER,4.00,UGRD,LEC,CLS,93,93,5,0,1
2182,121189,SOCIOL 146AC,SOCIOL,IMMIGRATION,4.00,UGRD,LEC,CLS,50,45,0,0,1
2182,121190,SOCIOL 148,SOCIOL,SOCIAL POLICY,4.00,UGRD,LEC,CLS,65,61,0,0,1
2168,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,140,139,0,0,1
2172,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,130,93,50,0,1
2175,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,65,39,20,0,1
2178,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,130,135,0,0,1
2182,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,130,130,0,0,1
2185,121191,SOCIOL 150,SOCIOL,SOCIAL PSYCH,4.00,UGRD,LEC,CLS,65,34,10,0,1
2168,121200,SOCIOL 160,SOCIOL,SOCIOL OF CULTURE,4.00,UGRD,LEC,CLS,271,270,0,0,1
2172,121200,SOCIOL 160,SOCIOL,SOCIOL OF CULTURE,4.00,UGRD,LEC,CLS,100,70,50,0,1
2175,121200,SOCIOL 160,SOCIOL,SOCIOL OF CULTURE,4.00,UGRD,LEC,CLS,65,34,0,0,1
2178,121200,SOCIOL 160,SOCIOL,SOCIOL OF CULTURE,4.00,UGRD,LEC,CLS,237,226,5,0,1
2182,121200,SOCIOL 160,SOCIOL,SOCIOL OF CULTURE,4.00,UGRD,LEC,CLS,130,83,0,0,1
2172,121203,SOCIOL 163,SOCIOL,POPULAR CULTURE,3.00,UGRD,LEC,CLS,65,45,25,0,1
2182,121203,SOCIOL 163,SOCIOL,POPULAR CULTURE,3.00,UGRD,LEC,CLS,50,38,0,0,1
2168,121205,SOCIOL 166,SOCIOL,SOCIETY & TECHNOLOG,4.00,UGRD,LEC,CLS,216,222,2,0,1
2178,121205,SOCIOL 166,SOCIOL,SOCIETY & TECHNOLOG,4.00,UGRD,LEC,CLS,194,214,0,0,1
2175,121206,SOCIOL 167,SOCIOL,VIRTUAL COMMUNITIES,4.00,UGRD,LEC,CLS,50,46,15,1,1
2185,121206,SOCIOL 167,SOCIOL,VIRTUAL COMMUNITIES,4.00,UGRD,LEC,CLS,65,53,10,0,1
2168,121207,SOCIOL 169,SOCIOL,SEL TOP: SOC CULT,4.00,UGRD,LEC,CLS,130,74,50,0,1
2172,121207,SOCIOL 169,SOCIOL,SEL TOP: SOC CULT,4.00,UGRD,LEC,CLS,80,0,0,0,1
2182,121208,SOCIOL 169F,SOCIOL,SEL TOP: SOC CULT,3.00,UGRD,LEC,CLS,130,86,0,0,1
2178,121213,SOCIOL 173,SOCIOL,CONTEMP CHINESE SOC,4.00,UGRD,LEC,CLS,100,95,0,0,1
2168,121214,SOCIOL 179,SOCIOL,SEL TOP IN AREA STU,4.00,UGRD,LEC,CLS,25,15,25,0,1
2178,121214,SOCIOL 179,SOCIOL,SEL TOP IN AREA STU,4.00,UGRD,LEC,CLS,41,24,10,0,1
2172,121216,SOCIOL 180C,SOCIOL,COMP PERSP: CULTURE,4.00,UGRD,LEC,CLS,130,101,50,0,1
2182,121216,SOCIOL 180C,SOCIOL,COMP PERSP: CULTURE,4.00,UGRD,LEC,CLS,75,68,0,0,1
2168,121218,SOCIOL 180I,SOCIOL,COMP PERSP:INEQUAL,4.00,UGRD,LEC,CLS,195,113,10,0,1
2178,121218,SOCIOL 180I,SOCIOL,COMP PERSP:INEQUAL,4.00,UGRD,LEC,CLS,195,144,0,0,1
2168,121219,SOCIOL 180P,SOCIOL,COMP PERS: POL ECON,4.00,UGRD,LEC,CLS,65,36,30,0,1
2168,121228,SOCIOL 189G,SOCIOL,SOC GLOBAL ELITE,4.00,UGRD,LEC,CLS,130,49,50,0,1
2182,121228,SOCIOL 189G,SOCIOL,SOC GLOBAL ELITE,4.00,UGRD,LEC,CLS,55,52,0,0,1
2168,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,150,103,30,0,6
2172,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,150,105,0,0,6
2175,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,35,35,0,0,1
2178,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,147,122,150,0,6
2182,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,150,132,0,0,6
2185,121229,SOCIOL 190,SOCIOL,SEM & RES IN SO,4.00,UGRD,SEM,CLS,25,22,10,0,1
2168,121233,SOCIOL 193,SOCIOL,READWRITESEMINAR,3.00,UGRD,SEM,CLS,22,21,0,0,1
2172,121233,SOCIOL 193,SOCIOL,READWRITESEMINAR,3.00,UGRD,SEM,CLS,25,10,15,0,1
2182,121233,SOCIOL 193,SOCIOL,READWRITESEMINAR,3.00,UGRD,SEM,CLS,25,12,0,0,1
2168,121234,SOCIOL 194,SOCIOL,WRITING RESEARCH,4.00,UGRD,SEM,CLS,30,41,20,0,1
2172,121234,SOCIOL 194,SOCIOL,WRITING RESEARCH,4.00,UGRD,SEM,CLS,55,16,25,0,2
2178,121234,SOCIOL 194,SOCIOL,WRITING RESEARCH,4.00,UGRD,SEM,CLS,30,18,10,0,1
2182,121234,SOCIOL 194,SOCIOL,WRITING RESEARCH,4.00,UGRD,SEM,CLS,55,11,10,0,2
2168,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,495,2,495,0,34
2172,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,485,0,485,0,33
2175,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,25,1,25,0,5
2178,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,495,0,495,0,34
2182,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,485,2,485,0,33
2185,121238,SOCIOL 197,SOCIOL,FIELD STUDY,4.00,UGRD,FLD,CLS,25,0,25,0,5
2168,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,106,608,436,0,34
2172,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,113,591,526,1,35
2175,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,25,0,25,0,5
2178,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,118,706,437,5,34
2182,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,118,397,371,0,35
2185,121239,SOCIOL 198,SOCIOL,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,25,0,25,0,5
2168,121240,SOCIOL 198BC,SOCIOL,DIRECTED GROUP STUD,1.00,UGRD,GRP,CLS,157,154,105,3,8
2172,121240,SOCIOL 198BC,SOCIOL,DIRECTED GROUP STUD,1.00,UGRD,GRP,CLS,160,115,142,4,8
2178,121240,SOCIOL 198BC,SOCIOL,DIRECTED GROUP STUD,1.00,UGRD,GRP,CLS,161,112,100,1,8
2182,121240,SOCIOL 198BC,SOCIOL,DIRECTED GROUP STUD,1.00,UGRD,GRP,CLS,120,105,25,1,6
2168,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,540,3,540,0,36
2172,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,365,29,345,0,33
2175,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,30,0,30,0,4
2178,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,540,27,540,0,36
2182,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,365,22,335,0,33
2185,121241,SOCIOL 199,SOCIOL,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,30,1,30,0,4
