Term,CourseID,Course,Subject,CourseDescr,MaxUnits,AcadCareer,Component,AcadGroup,TotalCapacity,EnrlTotal,WLCapacity,WLTotal,TotalSections
2168,100353,AMERSTD 102,AMERSTD,US CULTURES/PLACE,4.00,UGRD,LEC,CLS,42,41,0,0,1
2172,100353,AMERSTD 102,AMERSTD,US CULTURES/PLACE,4.00,UGRD,LEC,CLS,31,38,10,0,2
2178,100353,AMERSTD 102,AMERSTD,US CULTURES/PLACE,4.00,UGRD,LEC,CLS,33,28,27,1,2
2182,100353,AMERSTD 102,AMERSTD,US CULTURES/PLACE,4.00,UGRD,LEC,CLS,133,118,75,0,4
2172,100355,AMERSTD 110,AMERSTD,SPECIAL TOPICS,4.00,UGRD,LEC,CLS,30,16,30,0,1
2178,100355,AMERSTD 110,AMERSTD,SPECIAL TOPICS,4.00,UGRD,LEC,CLS,5,6,0,0,1
2182,100355,AMERSTD 110,AMERSTD,SPECIAL TOPICS,4.00,UGRD,LEC,CLS,30,0,30,0,1
2175,100448,AMERSTD 184I,AMERSTD,RACE AND AMER FILM,1.00,UGRD,LEC,CLS,44,0,15,0,1
2175,100463,AMERSTD 188C,AMERSTD,FOOD CULTURE IN US,1.00,UGRD,LEC,CLS,45,0,15,0,1
2175,100466,AMERSTD 188F,AMERSTD,AMER. POP. MUSIC,1.00,UGRD,LEC,CLS,45,0,15,0,1
2175,100467,AMERSTD 188G,AMERSTD,POP CULTURE: SHOP,1.00,UGRD,LEC,CLS,45,0,15,0,1
2175,100468,AMERSTD 188H,AMERSTD,ASIAN AMER CULTURE,1.00,UGRD,LEC,CLS,45,0,15,0,1
2168,100473,AMERSTD 190,AMERSTD,SENIOR THESIS,4.00,UGRD,IND,CLS,12,12,0,0,2
2172,100473,AMERSTD 190,AMERSTD,SENIOR THESIS,4.00,UGRD,IND,CLS,45,2,45,0,3
2178,100473,AMERSTD 190,AMERSTD,SENIOR THESIS,4.00,UGRD,IND,CLS,12,0,0,0,2
2182,100473,AMERSTD 190,AMERSTD,SENIOR THESIS,4.00,UGRD,IND,CLS,45,1,45,0,3
2168,100474,AMERSTD 191,AMERSTD,SENIOR SEMINAR,4.00,UGRD,SEM,CLS,40,15,49,0,3
2172,100474,AMERSTD 191,AMERSTD,SENIOR SEMINAR,4.00,UGRD,SEM,CLS,67,56,20,0,3
2178,100474,AMERSTD 191,AMERSTD,SENIOR SEMINAR,4.00,UGRD,SEM,CLS,40,26,35,0,2
2182,100474,AMERSTD 191,AMERSTD,SENIOR SEMINAR,4.00,UGRD,SEM,CLS,61,51,60,0,3
2168,100475,AMERSTD 198,AMERSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,27,0,27,0,1
2178,100475,AMERSTD 198,AMERSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,27,0,27,0,1
2168,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,55,18,55,0,3
2172,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,30,2,30,0,3
2175,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,30,0,25,0,3
2178,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,65,9,55,0,4
2182,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,40,2,30,0,4
2185,100476,AMERSTD 199,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,30,1,25,0,3
2178,100477,AMERSTD  24,AMERSTD,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,18,16,18,0,1
2168,100480,AMERSTD 300,AMERSTD,TEACHING AMER STD,2.00,GRAD,SEM,CLS,999,1,0,0,1
2178,100480,AMERSTD 300,AMERSTD,TEACHING AMER STD,2.00,GRAD,SEM,CLS,199,0,0,0,2
2182,100480,AMERSTD 300,AMERSTD,TEACHING AMER STD,2.00,GRAD,SEM,CLS,10,4,10,0,1
2168,100509,AMERSTD  98,AMERSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,0,0,0,0,1
2178,100509,AMERSTD  98,AMERSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,0,0,0,0,1
2168,100510,AMERSTD  99,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,0,0,0,0,1
2178,100510,AMERSTD  99,AMERSTD,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,0,0,0,0,1
2168,100512,AMERSTD    H110,AMERSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,15,9,0,0,1
2172,100512,AMERSTD    H110,AMERSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,28,20,32,0,2
2178,100512,AMERSTD    H110,AMERSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,23,7,0,0,2
2182,100512,AMERSTD    H110,AMERSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,32,9,32,0,2
2168,100513,AMERSTD    H195,AMERSTD,HONORS THESIS,4.00,UGRD,SEM,CLS,15,1,15,0,1
2172,100513,AMERSTD    H195,AMERSTD,HONORS THESIS,4.00,UGRD,SEM,CLS,20,12,20,0,1
2178,100513,AMERSTD    H195,AMERSTD,HONORS THESIS,4.00,UGRD,SEM,CLS,20,5,20,0,1
2182,100513,AMERSTD    H195,AMERSTD,HONORS THESIS,4.00,UGRD,SEM,CLS,20,16,20,0,1
2168,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,170,167,100,0,1
2172,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,272,271,100,0,1
2175,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,60,22,20,0,1
2178,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,0,0,0,0,1
2182,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,272,272,100,2,1
2185,100543,ANTHRO   1,ANTHRO,INTRO TO BIO ANTHRO,4.00,UGRD,LEC,CLS,60,15,20,0,1
2172,100551,ANTHRO 105,ANTHRO,PRIMATE EVOLUTION,4.00,UGRD,LEC,CLS,40,0,15,0,1
2175,100551,ANTHRO 105,ANTHRO,PRIMATE EVOLUTION,4.00,UGRD,LEC,CLS,40,0,10,0,1
2182,100551,ANTHRO 105,ANTHRO,PRIMATE EVOLUTION,4.00,UGRD,LEC,CLS,40,0,15,0,1
2168,100553,ANTHRO 107,ANTHRO,EVOL HUM BRAIN,4.00,UGRD,LEC,CLS,137,134,60,3,1
2178,100553,ANTHRO 107,ANTHRO,EVOL HUM BRAIN,4.00,UGRD,LEC,CLS,120,119,60,6,1
2172,100563,ANTHRO 112,ANTHRO,SP TOPICS: BIO ANTH,4.00,UGRD,LEC,CLS,82,79,40,0,1
2175,100563,ANTHRO 112,ANTHRO,SP TOPICS: BIO ANTH,4.00,UGRD,LEC,CLS,50,45,20,0,1
2182,100563,ANTHRO 112,ANTHRO,SP TOPICS: BIO ANTH,4.00,UGRD,LEC,CLS,47,46,15,0,1
2185,100563,ANTHRO 112,ANTHRO,SP TOPICS: BIO ANTH,4.00,UGRD,LEC,CLS,40,19,10,0,1
2168,100564,ANTHRO 114,ANTHRO,HIST/ANTHRO THOUGHT,4.00,UGRD,LEC,CLS,180,94,50,0,1
2175,100564,ANTHRO 114,ANTHRO,HIST/ANTHRO THOUGHT,4.00,UGRD,LEC,CLS,45,19,20,0,1
2178,100564,ANTHRO 114,ANTHRO,HIST/ANTHRO THOUGHT,4.00,UGRD,LEC,CLS,0,0,0,0,1
2182,100564,ANTHRO 114,ANTHRO,HIST/ANTHRO THOUGHT,4.00,UGRD,LEC,CLS,124,124,60,1,1
2185,100564,ANTHRO 114,ANTHRO,HIST/ANTHRO THOUGHT,4.00,UGRD,LEC,CLS,0,0,20,0,1
2168,100567,ANTHRO 115,ANTHRO,INTRO MED ANTHRO,4.00,UGRD,LEC,CLS,60,54,20,0,1
2175,100567,ANTHRO 115,ANTHRO,INTRO MED ANTHRO,4.00,UGRD,LEC,CLS,36,23,10,0,1
2178,100567,ANTHRO 115,ANTHRO,INTRO MED ANTHRO,4.00,UGRD,LEC,CLS,60,0,20,0,1
2182,100567,ANTHRO 115,ANTHRO,INTRO MED ANTHRO,4.00,UGRD,LEC,CLS,51,35,25,0,1
2185,100567,ANTHRO 115,ANTHRO,INTRO MED ANTHRO,4.00,UGRD,LEC,CLS,36,0,10,0,1
2168,100571,ANTHRO 119,ANTHRO,MED ANTHRO TOPICS,4.00,UGRD,LEC,CLS,82,42,37,0,2
2172,100571,ANTHRO 119,ANTHRO,MED ANTHRO TOPICS,4.00,UGRD,LEC,CLS,35,31,15,0,1
2175,100571,ANTHRO 119,ANTHRO,MED ANTHRO TOPICS,4.00,UGRD,LEC,CLS,30,0,7,0,1
2178,100571,ANTHRO 119,ANTHRO,MED ANTHRO TOPICS,4.00,UGRD,LEC,CLS,40,0,20,0,1
2182,100571,ANTHRO 119,ANTHRO,MED ANTHRO TOPICS,4.00,UGRD,LEC,CLS,35,0,15,0,1
2172,100577,ANTHRO 121AC,ANTHRO,AMERCN MATERL CULTR,4.00,UGRD,LEC,CLS,102,79,25,0,1
2175,100577,ANTHRO 121AC,ANTHRO,AMERCN MATERL CULTR,4.00,UGRD,LEC,CLS,45,10,15,0,1
2182,100577,ANTHRO 121AC,ANTHRO,AMERCN MATERL CULTR,4.00,UGRD,LEC,CLS,0,0,0,0,1
2185,100577,ANTHRO 121AC,ANTHRO,AMERCN MATERL CULTR,4.00,UGRD,LEC,CLS,45,0,15,0,1
2168,100579,ANTHRO 121C,ANTHRO,HIST ARTIFACT/ANALY,4.00,UGRD,LEC,CLS,20,20,10,0,1
2175,100579,ANTHRO 121C,ANTHRO,HIST ARTIFACT/ANALY,4.00,UGRD,LEC,CLS,18,0,0,0,1
2178,100579,ANTHRO 121C,ANTHRO,HIST ARTIFACT/ANALY,4.00,UGRD,LEC,CLS,15,15,10,0,1
2168,100581,ANTHRO 122A,ANTHRO,ARCHAEOL NO AMER,4.00,UGRD,LEC,CLS,45,43,20,0,1
2178,100581,ANTHRO 122A,ANTHRO,ARCHAEOL NO AMER,4.00,UGRD,LEC,CLS,45,0,20,0,1
2185,100582,ANTHRO 122B,ANTHRO,CULTURE CONTACT: NA,4.00,UGRD,LEC,CLS,30,11,10,0,1
2185,100583,ANTHRO 122C,ANTHRO,ARCH CENTRL AMERICA,4.00,UGRD,LEC,CLS,30,23,10,0,1
2172,100585,ANTHRO 122E,ANTHRO,ANDEAN ARCHAEOLOGY,4.00,UGRD,LEC,CLS,72,23,30,0,1
2182,100585,ANTHRO 122E,ANTHRO,ANDEAN ARCHAEOLOGY,4.00,UGRD,LEC,CLS,72,0,30,0,1
2172,100589,ANTHRO 123A,ANTHRO,OLD WORLD PREHISTOR,4.00,UGRD,LEC,CLS,35,0,0,0,1
2182,100589,ANTHRO 123A,ANTHRO,OLD WORLD PREHISTOR,4.00,UGRD,LEC,CLS,81,76,40,0,1
2178,100595,ANTHRO 124A,ANTHRO,ARCH SOUTH PACIFIC,4.00,UGRD,LEC,CLS,41,41,20,0,1
2168,100603,ANTHRO 127A,ANTHRO,SKLTL BIO & BIOARCH,4.00,UGRD,LEC,CLS,18,16,9,0,1
2178,100603,ANTHRO 127A,ANTHRO,SKLTL BIO & BIOARCH,4.00,UGRD,LEC,CLS,20,20,9,0,1
2172,100604,ANTHRO 127B,ANTHRO,RECONSTRUCT OF LIFE,4.00,UGRD,LEC,CLS,15,10,0,0,1
2182,100604,ANTHRO 127B,ANTHRO,RECONSTRUCT OF LIFE,4.00,UGRD,LEC,CLS,15,0,0,0,1
2168,100605,ANTHRO 128,ANTHRO,SPEC TOPICS IN ARCH,4.00,UGRD,LEC,CLS,69,0,0,0,2
2172,100605,ANTHRO 128,ANTHRO,SPEC TOPICS IN ARCH,4.00,UGRD,LEC,CLS,75,48,37,0,2
2178,100605,ANTHRO 128,ANTHRO,SPEC TOPICS IN ARCH,4.00,UGRD,LEC,CLS,30,29,15,0,1
2182,100605,ANTHRO 128,ANTHRO,SPEC TOPICS IN ARCH,4.00,UGRD,LEC,CLS,92,73,42,0,2
2175,100608,ANTHRO 128M,ANTHRO,TOPICS:ARCH/METHOD,4.00,UGRD,LEC,CLS,30,0,7,0,1
2182,100611,ANTHRO 129C,ANTHRO,HUNTER-GATHERER ARC,4.00,UGRD,LEC,CLS,35,15,17,0,1
2168,100619,ANTHRO 134,ANTHRO,ANAL ARCHAEO RECORD,4.00,UGRD,LEC,CLS,18,0,0,0,1
2172,100619,ANTHRO 134,ANTHRO,ANAL ARCHAEO RECORD,4.00,UGRD,LEC,CLS,18,17,9,0,1
2178,100619,ANTHRO 134,ANTHRO,ANAL ARCHAEO RECORD,4.00,UGRD,LEC,CLS,18,0,0,0,1
2182,100619,ANTHRO 134,ANTHRO,ANAL ARCHAEO RECORD,4.00,UGRD,LEC,CLS,18,17,9,0,1
2175,100620,ANTHRO 134A,ANTHRO,ARCHEO FIELD METH,6.00,UGRD,LEC,CLS,25,22,0,0,1
2185,100620,ANTHRO 134A,ANTHRO,ARCHEO FIELD METH,6.00,UGRD,LEC,CLS,25,18,0,0,1
2168,100622,ANTHRO 135,ANTHRO,PALEOETHNOBOTANY,4.00,UGRD,LEC,CLS,19,18,13,0,1
2178,100622,ANTHRO 135,ANTHRO,PALEOETHNOBOTANY,4.00,UGRD,LEC,CLS,0,0,0,0,1
2168,100625,ANTHRO 136A,ANTHRO,MUSEUM EXH DESIGN,4.00,UGRD,LEC,CLS,15,0,5,0,1
2178,100625,ANTHRO 136A,ANTHRO,MUSEUM EXH DESIGN,4.00,UGRD,LEC,CLS,36,36,20,0,1
2178,100626,ANTHRO 136B,ANTHRO,MUSEUM METHODS,4.00,UGRD,LEC,CLS,0,0,0,0,1
2168,100630,ANTHRO 136F,ANTHRO,CULT HERITAGE MEDIA,4.00,UGRD,LEC,CLS,20,20,5,0,1
2178,100630,ANTHRO 136F,ANTHRO,CULT HERITAGE MEDIA,4.00,UGRD,LEC,CLS,0,0,0,0,1
2168,100631,ANTHRO 136G,ANTHRO,CULTURAL POLICY,4.00,UGRD,LEC,CLS,41,41,1,0,1
2178,100631,ANTHRO 136G,ANTHRO,CULTURAL POLICY,4.00,UGRD,LEC,CLS,0,0,0,0,1
2182,100631,ANTHRO 136G,ANTHRO,CULTURAL POLICY,4.00,UGRD,LEC,CLS,34,33,15,0,1
2172,100635,ANTHRO 137,ANTHRO,ENERGY/CULT/SOC ORG,4.00,UGRD,LEC,CLS,120,98,60,0,1
2182,100635,ANTHRO 137,ANTHRO,ENERGY/CULT/SOC ORG,4.00,UGRD,LEC,CLS,120,77,60,0,1
2168,100637,ANTHRO 138A,ANTHRO,ETHNOG FILM HISTORY,4.00,UGRD,LEC,CLS,100,92,80,0,1
2178,100637,ANTHRO 138A,ANTHRO,ETHNOG FILM HISTORY,4.00,UGRD,LEC,CLS,55,49,30,0,1
2182,100638,ANTHRO 138B,ANTHRO,ETHNOGRAPHIC FILM,5.00,UGRD,LEC,CLS,12,9,6,0,1
2178,100640,ANTHRO 140,ANTHRO,ANTHRO OF FOOD,4.00,UGRD,LEC,CLS,40,39,25,0,1
2168,100641,ANTHRO 141,ANTHRO,COMPARATIVE SOCIETY,4.00,UGRD,LEC,CLS,60,0,60,0,1
2178,100641,ANTHRO 141,ANTHRO,COMPARATIVE SOCIETY,4.00,UGRD,LEC,CLS,60,39,25,0,1
2178,100651,ANTHRO 149,ANTHRO,PSYCHOLOGICAL ANTH,4.00,UGRD,LEC,CLS,51,48,30,0,1
2168,100653,ANTHRO 150,ANTHRO,UTOPIA: ART & POWER,4.00,UGRD,LEC,CLS,63,63,30,2,1
2178,100653,ANTHRO 150,ANTHRO,UTOPIA: ART & POWER,4.00,UGRD,LEC,CLS,0,0,0,0,1
2168,100654,ANTHRO 151,ANTHRO,DISABILITY AND CULTURE,4.00,UGRD,LEC,CLS,60,0,40,0,1
2178,100654,ANTHRO 151,ANTHRO,DISABILITY AND CULTURE,4.00,UGRD,LEC,CLS,60,0,40,0,2
2168,100659,ANTHRO 155,ANTHRO,MODERNITY,4.00,UGRD,LEC,CLS,40,36,20,0,1
2178,100659,ANTHRO 155,ANTHRO,MODERNITY,4.00,UGRD,LEC,CLS,0,0,0,0,1
2172,100660,ANTHRO 156,ANTHRO,ANTHRO CONTEMPORARY,4.00,UGRD,LEC,CLS,40,27,20,0,1
2182,100660,ANTHRO 156,ANTHRO,ANTHRO CONTEMPORARY,4.00,UGRD,LEC,CLS,40,0,20,0,1
2172,100661,ANTHRO 156A,ANTHRO,POLITICS AND ANTHRO,4.00,UGRD,LEC,CLS,43,43,20,0,1
2182,100661,ANTHRO 156A,ANTHRO,POLITICS AND ANTHRO,4.00,UGRD,LEC,CLS,43,0,20,0,1
2168,100664,ANTHRO 157,ANTHRO,ANTHROPOLOGY OF LAW,4.00,UGRD,LEC,CLS,120,93,120,0,1
2178,100664,ANTHRO 157,ANTHRO,ANTHROPOLOGY OF LAW,4.00,UGRD,LEC,CLS,138,114,60,0,1
2168,100665,ANTHRO 158,ANTHRO,RELIGION & ANTHRO,4.00,UGRD,LEC,CLS,35,24,17,0,1
2178,100665,ANTHRO 158,ANTHRO,RELIGION & ANTHRO,4.00,UGRD,LEC,CLS,0,0,0,0,1
2185,100665,ANTHRO 158,ANTHRO,RELIGION & ANTHRO,4.00,UGRD,LEC,CLS,30,17,0,0,1
2172,100669,ANTHRO 160AC,ANTHRO,FORMS OF FOLKLORE,4.00,UGRD,LEC,CLS,195,173,50,0,1
2182,100669,ANTHRO 160AC,ANTHRO,FORMS OF FOLKLORE,4.00,UGRD,LEC,CLS,100,100,50,4,1
2172,100671,ANTHRO 162,ANTHRO,TOPICS IN FOLKLORE,4.00,UGRD,LEC,CLS,40,23,20,0,1
2175,100671,ANTHRO 162,ANTHRO,TOPICS IN FOLKLORE,4.00,UGRD,LEC,CLS,40,15,0,0,1
2182,100671,ANTHRO 162,ANTHRO,TOPICS IN FOLKLORE,4.00,UGRD,LEC,CLS,35,22,20,0,1
2185,100671,ANTHRO 162,ANTHRO,TOPICS IN FOLKLORE,4.00,UGRD,LEC,CLS,40,0,0,0,1
2175,100677,ANTHRO 166,ANTHRO,"LANG,CULTURE,SOCITY",4.00,UGRD,LEC,CLS,50,36,10,0,1
2178,100677,ANTHRO 166,ANTHRO,"LANG,CULTURE,SOCITY",4.00,UGRD,LEC,CLS,40,0,25,0,1
2185,100677,ANTHRO 166,ANTHRO,"LANG,CULTURE,SOCITY",4.00,UGRD,LEC,CLS,50,33,15,0,1
2172,100681,ANTHRO 169B,ANTHRO,RES THEO/METH SOC,5.00,UGRD,LEC,CLS,20,19,15,0,1
2175,100681,ANTHRO 169B,ANTHRO,RES THEO/METH SOC,5.00,UGRD,LEC,CLS,22,19,10,0,1
2178,100681,ANTHRO 169B,ANTHRO,RES THEO/METH SOC,5.00,UGRD,LEC,CLS,20,12,15,0,1
2182,100681,ANTHRO 169B,ANTHRO,RES THEO/METH SOC,5.00,UGRD,LEC,CLS,0,0,0,0,1
2185,100681,ANTHRO 169B,ANTHRO,RES THEO/METH SOC,5.00,UGRD,LEC,CLS,22,0,10,0,1
2168,100682,ANTHRO 169C,ANTHRO,LING ANTHR METHOD,4.00,UGRD,LEC,CLS,21,21,10,0,1
2178,100682,ANTHRO 169C,ANTHRO,LING ANTHR METHOD,4.00,UGRD,LEC,CLS,0,0,0,0,1
2172,100685,ANTHRO 170,ANTHRO,CHINA,4.00,UGRD,LEC,CLS,76,76,40,1,1
2182,100685,ANTHRO 170,ANTHRO,CHINA,4.00,UGRD,LEC,CLS,80,79,40,0,1
2178,100686,ANTHRO 171,ANTHRO,JAPAN,4.00,UGRD,LEC,CLS,0,0,0,0,1
2172,100691,ANTHRO 174AC,ANTHRO,CA HISTORICAL ANTH,4.00,UGRD,LEC,CLS,80,78,20,0,1
2175,100691,ANTHRO 174AC,ANTHRO,CA HISTORICAL ANTH,4.00,UGRD,LEC,CLS,50,0,10,0,1
2182,100691,ANTHRO 174AC,ANTHRO,CA HISTORICAL ANTH,4.00,UGRD,LEC,CLS,80,0,20,0,1
2172,100698,ANTHRO 180,ANTHRO,EUROP SOCIETY,4.00,UGRD,LEC,CLS,50,47,25,0,1
2182,100698,ANTHRO 180,ANTHRO,EUROP SOCIETY,4.00,UGRD,LEC,CLS,50,0,25,0,1
2175,100699,ANTHRO 181,ANTHRO,MIDDLE EAST & ISLAM,4.00,UGRD,LEC,CLS,0,0,0,0,1
2178,100699,ANTHRO 181,ANTHRO,MIDDLE EAST & ISLAM,4.00,UGRD,LEC,CLS,40,0,20,0,1
2172,100701,ANTHRO 183,ANTHRO,ANTHRO OF AFRICA,4.00,UGRD,LEC,CLS,40,42,20,0,1
2182,100701,ANTHRO 183,ANTHRO,ANTHRO OF AFRICA,4.00,UGRD,LEC,CLS,24,8,12,0,1
2185,100701,ANTHRO 183,ANTHRO,ANTHRO OF AFRICA,4.00,UGRD,LEC,CLS,30,16,15,0,1
2168,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,129,77,100,0,4
2172,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,150,67,70,0,4
2175,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,150,14,15,0,4
2178,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,242,128,130,0,6
2182,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,182,79,80,0,6
2185,100707,ANTHRO 189,ANTHRO,SPEC TOP:SOC/CULT,4.00,UGRD,LEC,CLS,60,18,20,0,2
2168,100725,ANTHRO 196,ANTHRO,UNDERGRAD SEM,4.00,UGRD,SEM,CLS,30,0,14,0,2
2172,100725,ANTHRO 196,ANTHRO,UNDERGRAD SEM,4.00,UGRD,SEM,CLS,20,13,10,0,1
2178,100725,ANTHRO 196,ANTHRO,UNDERGRAD SEM,4.00,UGRD,SEM,CLS,14,0,14,0,1
2182,100725,ANTHRO 196,ANTHRO,UNDERGRAD SEM,4.00,UGRD,SEM,CLS,28,0,10,0,2
2168,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,245,0,245,0,12
2172,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,220,0,220,0,7
2175,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,25,1,25,0,5
2178,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,245,0,245,0,12
2182,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,220,0,220,0,7
2185,100726,ANTHRO 197,ANTHRO,FIELD STUDY,12.00,UGRD,FLD,CLS,25,0,25,0,5
2168,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,296,38,249,0,22
2172,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,306,39,243,0,20
2175,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,15,0,15,0,3
2178,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,310,21,248,0,22
2182,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,361,57,257,0,20
2185,100727,ANTHRO 198,ANTHRO,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,15,0,15,0,3
2168,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,145,3,145,0,29
2172,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,640,10,640,0,32
2175,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,25,0,19,0,5
2178,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,145,11,145,0,29
2182,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,640,2,640,0,32
2185,100728,ANTHRO 199,ANTHRO,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,25,0,19,0,5
2168,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,272,272,140,6,1
2172,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,323,270,142,0,1
2175,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,45,0,10,0,1
2178,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,272,271,140,1,1
2182,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,170,170,100,1,1
2185,100730,ANTHRO   2AC,ANTHRO,INTRO ARCHAEOLOGY,4.00,UGRD,LEC,CLS,45,4,15,0,1
2182,100750,ANTHRO 217,ANTHRO,DISCOURSE OF BODY,4.00,GRAD,SEM,CLS,14,3,6,0,1
2168,100752,ANTHRO 219,ANTHRO,TOP MED ANTHRO,4.00,GRAD,SEM,CLS,14,0,0,0,1
2178,100752,ANTHRO 219,ANTHRO,TOP MED ANTHRO,4.00,GRAD,SEM,CLS,0,0,0,0,1
2172,100754,ANTHRO 221,ANTHRO,PRECOLUMB CENT AM,4.00,GRAD,SEM,CLS,5,2,2,0,1
2182,100754,ANTHRO 221,ANTHRO,PRECOLUMB CENT AM,4.00,GRAD,SEM,CLS,5,4,2,0,1
2168,100760,ANTHRO 227,ANTHRO,HIST ARCH RES,4.00,GRAD,SEM,CLS,15,5,0,0,1
2178,100760,ANTHRO 227,ANTHRO,HIST ARCH RES,4.00,GRAD,SEM,CLS,0,0,0,0,1
2168,100764,ANTHRO 229A,ANTHRO,ARCHAEOL RSCH STRAT,4.00,GRAD,SEM,CLS,11,5,11,0,1
2178,100764,ANTHRO 229A,ANTHRO,ARCHAEOL RSCH STRAT,4.00,GRAD,SEM,CLS,12,11,11,0,1
2172,100765,ANTHRO 229B,ANTHRO,ARCH RSCH STRAT,4.00,GRAD,SEM,CLS,15,5,8,0,1
2182,100765,ANTHRO 229B,ANTHRO,ARCH RSCH STRAT,4.00,GRAD,SEM,CLS,15,6,8,0,1
2168,100767,ANTHRO 230,ANTHRO,SPEC TOP ARCH,4.00,GRAD,SEM,CLS,10,4,0,0,1
2172,100767,ANTHRO 230,ANTHRO,SPEC TOP ARCH,4.00,GRAD,SEM,CLS,44,17,16,0,2
2178,100767,ANTHRO 230,ANTHRO,SPEC TOP ARCH,4.00,GRAD,SEM,CLS,30,13,15,0,3
2182,100767,ANTHRO 230,ANTHRO,SPEC TOP ARCH,4.00,GRAD,SEM,CLS,52,22,22,0,4
2168,100772,ANTHRO  24,ANTHRO,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,20,19,0,0,1
2172,100772,ANTHRO  24,ANTHRO,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,0,0,0,0,1
2178,100772,ANTHRO  24,ANTHRO,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,51,46,28,0,3
